periodo	numero_periodo	numero_unico	estado	fecha_publicacion	fecha_actualizacion	legislatura	proponente	grupo_parlamentario	autores	adherentes	sectores	tiene_ley	titulo
2016-2021	00514	00514/2016-CR	Dictamen Negativo	2016/11/04	2018/08/21	Primera Legislatura Ordinaria 2016	Congreso		""	""	"Pueblos Andinos, Amazónicos y Afroperuanos, Ambiente y Ecología;Descentralización, Regionalización, Gobiernos Locales y Modernización de la Gestión del Estado"	true	OBSERVADO.LEY DEL INSTITUTO DE INVESTIGACIONES DE LA AMAZONÍA PERUANA (IIAP)
2016-2021	00515	00515/2016-CR	Orden del Día	2016/11/04	2017/05/23	Primera Legislatura Ordinaria 2016	Congreso		""	""	"Pueblos Andinos, Amazónicos y Afroperuanos, Ambiente y Ecología"	true	OBSERVADO.LEY QUE CREA EL ARCHIVO ADMINISTRATIVO UNIFICADO DE CONSTITUCIÓN Y PROPIEDAD DE LAS COMUNIDADES NATIVAS
2016-2021	00516	00516/2016-CR	Publicado El Peruano	2016/11/04	2018/06/21	Primera Legislatura Ordinaria 2016	Congreso		""	""	"Defensa Nacional, Orden Interno, Desarrollo Alternativo y Lucha Contra las Drogas"	true	OBSERVADO.LEY QUE DECLARA DE NECESIDAD PÚBLICA Y PREFERENTE INTERÉS NACIONAL LA CREACIÓN DEL CENTRO DE ENTRENAMIENTO PARA EL PERSONAL DE LAS FUERZAS ARMADAS Y DE LA POLICÍA NACIONAL DEL PERÚ QUE PARTICIPA EN LA LUCHA CONTRA EL TERRORISMO Y EL NARCOTRÁFICO
2016-2021	00517	00517/2016-CR	Orden del Día	2016/11/04	2017/08/22	Primera Legislatura Ordinaria 2016	Congreso		""	""	"Defensa Nacional, Orden Interno, Desarrollo Alternativo y Lucha Contra las Drogas"	true	OBSERVADO.LEY QUE ESTABLECE LA DEFENSA LEGAL DEL POLICÍA
2016-2021	00518	00518/2016-CR	Orden del Día	2016/11/04	2017/12/05	Primera Legislatura Ordinaria 2016	Congreso		""	""	"Pueblos Andinos, Amazónicos y Afroperuanos, Ambiente y Ecología"	true	OBSERVADO.LEY QUE DECLARA DE INTERÉS NACIONAL LA PROTECCIÓN, RECUPERACIÓN Y CONSERVACIÓN DE LA LAGUNA DE PACUCHA
2016-2021	00519	00519/2016-CR	Al Archivo	2016/11/04	2017/10/18	Primera Legislatura Ordinaria 2016	Congreso		""	""	"Defensa Nacional, Orden Interno, Desarrollo Alternativo y Lucha Contra las Drogas"	true	0BSERVADO.LEY QUE MODIFICA LA LEY 29314, LEY DE LA FÁBRICA DE ARMAS Y MUNICIONES DEL EJÉRCITO FAME S.A.C.
2016-2021	00520	00520/2016-CR	Al Archivo	2016/11/04	2017/04/06	Primera Legislatura Ordinaria 2016	Congreso		""	""	"Transportes y Comunicaciones"	true	OBSERVADO.LEY QUE DECLARA DE NECESIDAD PÚBLICA Y DE INTERÉS NACIONAL LA EJECUCIÓN DE LAS OBRAS DE CONSTRUCCIÓN, REHABILITACIÓN Y MEJORAMIENTO, Y LA CULMINACIÓN DE LA CARRETERA LONGITUDINAL DE LA SIERRA
2016-2021	00521	00521/2016-CR	En comisión	2016/11/04	2016/11/16	Primera Legislatura Ordinaria 2016	Congreso		""	""	"Vivienda y Construcción"	true	OBSERVADO.LEY QUE MODIFICA LOS ARTÍCULOS 2 Y 3, INCORPORA LOS ARTÍCULOS 5-A. 5-B, Y 5D Y DEROGA EL ARTÍCULO 4 DE LA LEY 28703, LEY QUE AUTORIZA AL MINISTERIO DE VIVIENDA, CONSTRUCCIÓN Y SANEAMIENTO PARA QUE REALICE LAS ACCIONES ADMINISTRATIVAS DE REVERSIÓN A FAVOR DEL ESTADO DE LOS LOTES DE TERRENOS DEL PROYECTO ESPECIAL CIUDAD PACHACÚTEC
2016-2021	00522	00522/2016-CR	Orden del Día	2016/11/04	2017/03/07	Primera Legislatura Ordinaria 2016	Congreso		""	""	"Inclusión Social y Personas con Discapacidad;Transportes y Comunicaciones"	true	OBSERVADO.LEY QUE MODIFICA LA LEY 28735, LEY QUE REGULA LA ATENCIÓN DE LAS PERSONAS CON DISCAPACIDAD, MUJERES EMBARAZADAS Y ADULTOS MAYORES EN LOS AEROPUERTOS, AERÓDROMOS, TERMINALES TERRESTRESM FERROVIARIOS, MARÍTIMOS Y FLUVIALES Y MEDIOS DE TRANSPORTE
2016-2021	00523	00523/2016-CR	En comisión	2016/11/04	2016/11/16	Primera Legislatura Ordinaria 2016	Congreso		""	""	"Justicia y Derechos Humanos"	true	OBSERVADO.LEY QUE INCORPORA EL ARTÍCULO 279-G AL CÓDIGO PENAL, QUE REGULA LA TENENCIA DE ARMAS BLANCAS EN ESPACIOS PÚBLICOS
2016-2021	00524	00524/2016-CR	Al Archivo	2016/11/04	2019/05/31	Primera Legislatura Ordinaria 2016	Congreso		""	""	"Justicia y Derechos Humanos"	true	OBSERVADO.LEY QUE DECLARA DE NECESIDAD PÚBLICA E INTERÉS NACIONAL LA CREACIÓN DEL REGISTRO NACIONAL DE PERFILES GENÉTICOS
2016-2021	00525	00525/2016-CR	En comisión	2016/11/04	2016/11/16	Primera Legislatura Ordinaria 2016	Congreso		""	""	"Educación, Juventud y Deporte"	true	OBSERVADO.LEY QUE MODIFICA LA LEY 29659, LEY QUE CREA LA UNIVERSIDAD NACIONAL TECNOLÓGICA DE SAN JUAN DE LURIGANCHO
2016-2021	00526	00526/2016-CR	En comisión	2016/11/04	2016/11/16	Primera Legislatura Ordinaria 2016	Congreso		""	""	"Trabajo y Seguridad Social"	true	OBSERVADO.LEY QUE MODIFICA EL INCISO 1 DEL ARTÍCULO 84-A DEL DECRETO LEY 19990, SISTEMA NACIONAL DE PENSIONES DE LA SEGURIDAD SOCIAL, INCORPORADO POR LA LEY 29451
2016-2021	00527	00527/2016-CR	Al Archivo	2016/11/04	2018/10/30	Primera Legislatura Ordinaria 2016	Congreso		""	""	"Transportes y Comunicaciones"	true	OBSERVADO.LEY QUE DECLARA DE NECESIDAD PÚBLICA E INTERÉS NACIONAL LA FORMULACIÓN DE UN PROGRAMA NACIONAL DE DESARROLLO SATELITAL
2016-2021	00528	00528/2016-CR	En comisión	2016/11/04	2016/11/16	Primera Legislatura Ordinaria 2016	Congreso		""	""	"Salud y Población"	true	OBSERVADO.LEY QUE DISPONE LA INSTALACIÓN, USO Y MANTENIMIENTO DE DESFIBRILADORES EXTERNOS AUTOMÁTICOS EN LOS ESPACIOS PÚBLICOS Y PRIVADOS
2016-2021	00529	00529/2016-CR	Orden del Día	2016/11/04	2019/09/10	Primera Legislatura Ordinaria 2016	Congreso		""	""	"Mujer y Familia"	true	OBSERVADO.LEY DE PROMOCIÓN DEL APORTE SOLIDARIO EN FAVOR DEL NIÑO, EL ADOLESCENTE Y EL ADULTO MAYOR EN SITUACIÓN DE ABANDONO
2016-2021	00530	00530/2016-CR	En comisión	2016/11/04	2016/11/16	Primera Legislatura Ordinaria 2016	Congreso		""	""	"Transportes y Comunicaciones"	true	OBSERVADO.LEY QUE REGULA EL SERVICIO DE TRANSPORTE PÚBLICO TERRESTRE DE PASAJEROS DE ÁMBITO NACIONAL Y REGIONAL
2016-2021	00531	00531/2016-CR	En comisión	2016/11/04	2016/11/16	Primera Legislatura Ordinaria 2016	Congreso		""	""	"Descentralización, Regionalización, Gobiernos Locales y Modernización de la Gestión del Estado"	true	OBSERVADO.LEY QUE DECLARA DE PREFERENTE INTERÉS NACIONAL LA CREACIÓN DE LA PROVINCIA DE VENTANILLA
2016-2021	00532	00532/2016-CR	Dictamen Negativo	2016/11/04	2017/05/08	Primera Legislatura Ordinaria 2016	Congreso		""	""	"Vivienda y Construcción"	true	OBSERVADO.LEY QUE DECLARA DE NECESIDAD PÚBLICA E INTERÉS NACIONAL LA CONSTRUCCIÓN DE LA PLANTA DE TRATAMIENTO DE AGUAS RESIDUALES DE LA CIUDAD DE PUNO
2016-2021	00533	00533/2016-CR	Al Archivo	2016/11/04	2018/09/27	Primera Legislatura Ordinaria 2016	Congreso		""	""	"Transportes y Comunicaciones"	true	OBSERVADO.LEY QUE REGULA EL USO OBLIGATORIO DE UN DISTINTIVO EN LOS VEHICULOS AUTOMOTORES DE PROPIEDAD DEL ESTADO
2016-2021	00534	00534/2016-CR	Orden del Día	2016/11/04	2019/09/10	Primera Legislatura Ordinaria 2016	Congreso		""	""	"Economía, Banca, Finanzas e Inteligencia Financiera"	true	OBSERVADO.LEY QUE MODIFICA EL TEXTO ÚNICO ORDENADO DE LA LEY DEL IMPUESTO GENERAL A LAS VENTAS E IMPUESTO SELECTIVO AL CONSUMO, APROBADO POR EL DECRETO SUPREMO 055-99-EF, SOBRE LA TRANSFERENCIA DE FONDOS DEL EXTERIOR
2016-2021	00535	00535/2016-CR	Orden del Día	2016/11/04	2017/12/05	Primera Legislatura Ordinaria 2016	Congreso		""	""	"Pueblos Andinos, Amazónicos y Afroperuanos, Ambiente y Ecología"	true	OBSERVADO.LEY QUE DECLARA DE INTERÉS Y NECESIDAD PÚBLICA LA DESCONTAMINACIÓN Y REHABILITACIÓN DE LAS AGUAS DE LOS RÍOS TUMBES, ZARUMILLA Y CHIRA
2016-2021	00536	00536/2016-CR	Publicado El Peruano	2016/11/04	2018/02/28	Primera Legislatura Ordinaria 2016	Congreso		""	""	"Transportes y Comunicaciones"	true	OBSERVADO.LEY QUE DECLARA DE PREFERENTE INTERÉS Y NECESIDAD PÚBLICA EL ESTUDIO Y ASFALTADO DE LA CARRETERA DE INTEGRACIÓN INTERREGIONAL ALTOANDINA APURÍMAC-CUSCO-PUNO
2016-2021	00537	00537/2016-CR	Dictamen Negativo	2016/11/04	2017/10/31	Primera Legislatura Ordinaria 2016	Congreso		""	""	"Defensa Nacional, Orden Interno, Desarrollo Alternativo y Lucha Contra las Drogas;Presupuesto y Cuenta General de la República"	true	OBSERVADO.LEY QUE CREA EL MARCO LEGAL ÚNICO QUE OTORGA RECONOCIMIENTO, BENEFICIOS Y SEGURO DE VIDA AL PERSONAL DE LAS FUERZAS ARMADAS Y DE LA POLICÍA NACIONAL DEL PERÚ
2016-2021	00538	00538/2016-CR	Se inhibe	2016/11/04	2019/05/31	Primera Legislatura Ordinaria 2016	Congreso		""	""	"Transportes y Comunicaciones;Justicia y Derechos Humanos"	true	OBSERVADO.LEY DE SANEAMIENTO LEGAL DE VEHÍCULOS AUTOMOTORES INMATRICULADOS A TRAVÉS DE RESOLUCIONES JUDICIALES
2016-2021	00539	00539/2016-CR	Orden del Día	2016/11/04	2017/05/23	Primera Legislatura Ordinaria 2016	Congreso		""	""	"Cultura y Patrimonio Cultural"	true	OBSERVADO.LEY QUE INSTITUYE EL SEGUNDO DOMINGO DE SETIEMBRE COMO DÍA DE LA GASTRONOMÍA PERUANA
2016-2021	00540	00540/2016-CR	Publicado El Peruano	2016/11/04	2018/03/22	Primera Legislatura Ordinaria 2016	Congreso		""	""	"Transportes y Comunicaciones;Ciencia, Innovación y Tecnología"	true	OBSERVADO.LEY QUE REGULA EL SISTEMA DE AERONAVES PILOTADAS A DISTANCIA
2016-2021	00541	00541/2016-CR	En comisión	2016/11/04	2019/07/18	Primera Legislatura Ordinaria 2016	Congreso		""	""	"Cultura y Patrimonio Cultural;Descentralización, Regionalización, Gobiernos Locales y Modernización de la Gestión del Estado"	true	OBSERVADO.LEY QUE PRECISA LA NATURALEZA JURÍDICA DE LA ZONA ARQUEOLÓGICA CARAL
2016-2021	00542	00542/2016-CR	En comisión	2016/11/04	2016/11/16	Primera Legislatura Ordinaria 2016	Congreso		""	""	"Trabajo y Seguridad Social;Salud y Población"	true	OBSERVADO.LEY QUE MODIFICA EL DECRETO LEGISLATIVO 559, LEY DE TRABAJO MÉDICO, MODIFICADO POR EL DECRETO LEGISLATIVO 1153, DECRETO LEGISLATIVO QUE REGULA LA POLÍTICA INTEGRAL DE COMPENSACIONES Y ENTREGAS ECONÓMICAS DEL PERSONAL DE LA SALUD AL SERVICIO DEL ESTADO
2016-2021	00543	00543/2016-CR	Publicado El Peruano	2016/11/04	2017/08/17	Primera Legislatura Ordinaria 2016	Congreso		""	""	"Economía, Banca, Finanzas e Inteligencia Financiera;Comercio Exterior y Turismo"	true	OBSERVADO.LEY QUE SUSTITUYE E INCORPORA ARTÍCULOS EN EL TEXTO ÚNICO ORDENADO DE LA LEY DEL IMPUESTO GENERAL A LAS VENTAS E IMPUESTO SELECTIVO AL CONSUMO, APROBADO MEDIANTE EL DECRETO SUPREMO 055-99-EF Y NORMAS MODIFICATORIAS, PARA FOMENTAR LA COMPETITIVIDAD EN LAS EXPORTACIONES DE SERVICIOS
2016-2021	00544	00544/2016-CR	En comisión	2016/11/04	2016/11/16	Primera Legislatura Ordinaria 2016	Congreso		""	""	"Transportes y Comunicaciones"	true	OBSERVADO.LEY QUE DECLARA DE NECESIDAD PÚBLICA Y PREFERENTE INTERÉS NACIONAL LA ELABORACIÓN Y EJECUCIÓN DEL PROYECTO DE LA NUEVA AUTOPISTA LIMA-LA OROYA
2016-2021	00545	00545/2016-CR	Insistencia	2016/11/04	2020/08/24	Primera Legislatura Ordinaria 2016	Congreso		""	""	"Transportes y Comunicaciones"	true	OBSERVADO.LEY QUE DECLARA DE NECESIDAD PÚBLICA E INTERÉS NACIONAL EL ASFALTADO DE LA CARRETERA OTUZCO-USQUIL-HUARANCHAL EN EL DEPARTAMENTO DE LA LIBERTAD
2016-2021	00546	00546/2016-CR	Orden del Día	2016/11/04	2018/06/26	Primera Legislatura Ordinaria 2016	Congreso		""	""	"Cultura y Patrimonio Cultural"	true	OBSERVADO.LEY QUE DECLARA DE INTERÉS NACIONAL Y NECESIDAD PÚBLICA LA INVESTIGACIÓN, PROTECCIÓN, CONSERVACIÓN Y PUESTA EN VALOR DEL SITIO ARQUEOLÓGICO CERRO HUASOCHUGO, UBICADO EN EL DEPARTAMENTO DE LA LIBERTAD
2016-2021	00547	00547/2016-CR	Al Archivo	2016/11/04	2017/10/31	Primera Legislatura Ordinaria 2016	Congreso		""	""	"Defensa Nacional, Orden Interno, Desarrollo Alternativo y Lucha Contra las Drogas"	true	OBSERVADO.LEY QUE MODIFICA LA LEY 29248, LEY DEL SERVICIO MILITAR
2016-2021	00548	00548/2016-CR	Publicado El Peruano	2016/11/04	2018/01/06	Primera Legislatura Ordinaria 2016	Congreso		""	""	"Educación, Juventud y Deporte"	true	OBSERVADO.LEY QUE MODIFICA EL DECRETO LEY 23019, LEY DEL COLEGIO DE PSICÓLOGOS DEL PERÚ
2016-2021	00549	00549/2016-CR	Publicado El Peruano	2016/11/04	2017/08/20	Primera Legislatura Ordinaria 2016	Congreso	Fuerza Popular	"Letona Pereyra María Úrsula Ingrid;Galarreta Velarde Luis Fernando;Fujimori Higuchi Kenji Gerardo;Bartra Barriga Rosa María;Torres Morales Miguel Ángel;Vergara Pinto Edwin"	""	"Constitución y Reglamento"	true	LEY DE REFORMA CONSTITUCIONAL PARA ESTABLECER LA IMPRESCRIPTIBILIDAD DE LOS DELITOS COMETIDOS POR FUNCIONARIOS Y SERVIDORES PÚBLICOS PARA LA LUCHA CONTRA LA CORRUPCIÓN, LA TRAICIÓN A LA PATRIA Y PARA LA DEFENSA DE LA SEGURIDAD NACIONAL
2016-2021	00550	00550/2016-CR	Retirado	2016/11/07	2017/09/06	Primera Legislatura Ordinaria 2016	Congreso	Fuerza Popular	"Becerril Rodríguez Héctor Virgilio;Galarreta Velarde Luis Fernando;Chihuán Ramos Leyla Felícita;Ávila Rojas Lucio;Bocangel Weydert Guillermo Augusto;Domínguez Herrera Carlos Alberto;Noceda Chiang Paloma Rosa;Salazar De La Torre Milagros Emperatriz;Trujillo Zegarra Gilmer"	"Donayre Gotzch Edwin Alberto"	"Justicia y Derechos Humanos"	true	LEY QUE ESTABLECE INHABILITACIÓN PERPETUA PARA INGRESAR O REINGRESAR AL SECTOR PÚBLICO PARA LOS CONDENADOS POR LA COMISIÓN DEL DELITO DE TERRORISMO Y APOLOGÍA DEL TERRORISMO
2016-2021	00551	00551/2016-CR	En comisión	2016/11/07	2018/01/16	Primera Legislatura Ordinaria 2016	Congreso	Fuerza Popular	"Schaefer Cuculiza Karla Melissa;Alcalá Mateo Percy Eloy;Bocangel Weydert Guillermo Augusto;Trujillo Zegarra Gilmer;Domínguez Herrera Carlos Alberto;Figueroa Minaya Modesto"	""	"Economía, Banca, Finanzas e Inteligencia Financiera;Transportes y Comunicaciones"	true	LEY QUE ESTABLECE UN NUEVO RÉGIMEN DE ADMISIÓN TEMPORAL DE AERONAVES Y MATERIAL AERONÁUTICO
2016-2021	00552	00552/2016-CR	Orden del Día	2016/11/07	2019/07/11	Primera Legislatura Ordinaria 2016	Congreso	Fuerza Popular	"Schaefer Cuculiza Karla Melissa;Alcalá Mateo Percy Eloy;Domínguez Herrera Carlos Alberto;Noceda Chiang Paloma Rosa;Trujillo Zegarra Gilmer;Bocangel Weydert Guillermo Augusto;Figueroa Minaya Modesto;Beteta Rubín Karina Juliza"	""	"Descentralización, Regionalización, Gobiernos Locales y Modernización de la Gestión del Estado"	true	LEY QUE DECLARA DE CARÁCTER PRIORITARIO E INTERÉS PÚBLICO LA CREACIÓN DEL DISTRITO DE PARACHIQUE-LA BOCANA, PROVINCIA DE SECHURA, DEPARTAMENTO DE PIURA
2016-2021	00553	00553/2016-CR	Orden del Día	2016/11/07	2020/10/01	Primera Legislatura Ordinaria 2016	Congreso	Frente Amplio por Justicia, Vida y Libertad	"Zeballos Patrón Horacio;Glave Remy Marisa;Pacori Mamani Oracio Ángel;Huilca Flores Indira Isabel;Apaza Ordóñez Justiniano Rómulo;Castro Bravo Jorge Andrés;Arana Zegarra Marco Antonio"	""	"Agraria;Producción, Micro y Pequeña Empresa y Cooperativas"	true	LEY QUE PROMUEVE LA COMPETIVIDAD Y EL DESARROLLO DE LA INDUSTRIA LÁCTEA
2016-2021	00554	00554/2016-CR	Dispensado 2da. votación	2016/11/07	2019/09/30	Primera Legislatura Ordinaria 2016	Congreso	Fuerza Popular	"Melgar Valdez Elard Galo;Salazar Miranda Octavio Edilberto;Tapia Bernal Segundo Leocadio;Tubino Arias Schreiber Carlos Mario Del Carmen;Miyashiro Arashiro Marco Enrique;Segura Izquierdo César Antonio;Yika García Luis Alberto"	"Domínguez Herrera Carlos Alberto"	"Agraria;Trabajo y Seguridad Social"	true	LEY QUE MODIFICA LA LEY 27360-LEY QUE APRUEBA LAS NORMAS DE PROMOCIÓN DEL SECTOR AGRARIO
2016-2021	00555	00555/2016-PE	Publicado El Peruano	2016/11/07	2018/05/16	Primera Legislatura Ordinaria 2016	Poder Ejecutivo		""	""	"Relaciones Exteriores;Salud y Población"	true	PROTOCOLO DE 1996 RELATIVO AL CONVENIO SOBRE LA PREVENCIÓN DE LA CONTAMINACIÓN DEL MAR POR VERTIMIENTO DE DESECHOS Y OTRAS MATERIAS, 1972
2016-2021	00556	00556/2016-PE	Publicado El Peruano	2016/11/07	2018/06/07	Primera Legislatura Ordinaria 2016	Poder Ejecutivo		""	""	"Relaciones Exteriores"	true	PROTOCOLO ADICIONAL A LOS CONVENIOS DE GINEBRA DEL 12 DE AGOSTO DE 1949 RELATIVO A LA APROBACIÓN DE UN SIGNO DISTINTIVO ADICIONAL (PROTOCOLO III)
2016-2021	00557	00557/2016-PE	Publicado El Peruano	2016/11/07	2018/05/16	Primera Legislatura Ordinaria 2016	Poder Ejecutivo		""	""	"Relaciones Exteriores"	true	ACUERDO ENTRE LA REPÚBLICA DEL PERÚ Y LA REPÚBLICA DE COLOMBIA PARA LA PREVENCIÓN, INVESTIGACIÓN, PERSECUCIÓN DEL DELITO DE LA TRATA DE PERSONAS Y PARA LA ASISTENCIA Y PROTECCIÓN A SUS VÍCTIMAS
2016-2021	00558	00558/2016-CR	Dispensado 2da. votación	2016/11/07	2019/09/30	Primera Legislatura Ordinaria 2016	Congreso	Fuerza Popular	"Ananculi Gómez Betty Gladys;Arimborgo Guerra Tamar;Cuadros Candia Nelly Lady;Echevarría Huamán Sonia Rosario;Herrera Arévalo Marita;Lizana Santos Mártires;Melgarejo Páucar María Cristina;Noceda Chiang Paloma Rosa"	""	"Agraria;Trabajo y Seguridad Social"	true	LEY QUE PROPONE MODIFICAR LA LEY 27360, LEY QUE APRUEBA LAS NORMAS DE PROMOCIÓN DEL SECTOR AGRARIO
2016-2021	00559	00559/2016-CR	Publicado El Peruano	2016/11/07	2017/08/20	Primera Legislatura Ordinaria 2016	Congreso	Fuerza Popular	"Becerril Rodríguez Héctor Virgilio;Beteta Rubín Karina Juliza;Vergara Pinto Edwin;Takayama Jiménez Liliana Milagros;Tubino Arias Schreiber Carlos Mario Del Carmen;Salaverry Villa Daniel Enrique;Pariona Galindo Federico"	""	"Constitución y Reglamento"	true	LEY DE REFORMA CONSTITUCIONAL QUE PROPONE LA IMPRESCRIPTIBILIDAD DE LOS DELITOS DE CORRUPCIÓN
2016-2021	00560	00560/2016-CR	En comisión	2016/11/08	2016/11/14	Primera Legislatura Ordinaria 2016	Congreso	Fuerza Popular	"Herrera Arévalo Marita;Ananculi Gómez Betty Gladys;Noceda Chiang Paloma Rosa;Cuadros Candia Nelly Lady;Arimborgo Guerra Tamar;Melgarejo Páucar María Cristina"	""	"Salud y Población"	true	LEY QUE DECLARA DE NECESIDAD PÚBLICA Y PREFERENTE INTERÉS NACIONAL EL FORTALECIMIENTO DE LA CAPACIDAD RESOLUTIVA DE LOS SERVICIOS DE SALUD DEL HOSPITAL SANTIAGO APÓSTOL DE UTCUBAMBA, REGIÓN AMAZONAS
2016-2021	00561	00561/2016-CR	Dictamen	2016/11/08	2020/07/21	Primera Legislatura Ordinaria 2016	Congreso	Fuerza Popular	"Galván Vento Clayton Flavio;Takayama Jiménez Liliana Milagros;Ponce Villarreal De Vargas Yesenia;Ushñahua Huasanga Glider Agustín;Bocangel Weydert Guillermo Augusto;López Vilela Luis Humberto;Echevarría Huamán Sonia Rosario"	""	"Transportes y Comunicaciones"	true	LEY QUE DECLARA DE NECESIDAD PÚBLICA Y PREFERENTE INTERÉS PARA LA REGIÓN PASCO LA REHABILITACIÓN Y MEJORAMIENTO DE LA CARRETERA VILLA RICA-PUERTO BERMUDEZ
2016-2021	00562	00562/2016-CR	Orden del Día	2016/11/08	2019/09/30	Primera Legislatura Ordinaria 2016	Congreso	Fuerza Popular	"Galván Vento Clayton Flavio;Echevarría Huamán Sonia Rosario;Takayama Jiménez Liliana Milagros;López Vilela Luis Humberto;Ponce Villarreal De Vargas Yesenia;Bocangel Weydert Guillermo Augusto;Ushñahua Huasanga Glider Agustín"	""	"Transportes y Comunicaciones"	true	LEY QUE DECLARA DE NECESIDAD PÚBLICA Y PREFERENTE INTERÉS PARA LA REGIÓN PASCO EL MEJORAMIENTO DE LA CARRETERA NINACACA-HUACHÓN
2016-2021	00563	00563/2016-CR	En comisión	2016/11/08	2016/11/10	Primera Legislatura Ordinaria 2016	Congreso	Fuerza Popular	"Galván Vento Clayton Flavio;Takayama Jiménez Liliana Milagros;Echevarría Huamán Sonia Rosario;López Vilela Luis Humberto;Ponce Villarreal De Vargas Yesenia;Bocangel Weydert Guillermo Augusto;Ushñahua Huasanga Glider Agustín"	""	"Transportes y Comunicaciones"	true	LEY QUE DECLARA DE NECESIDAD PÚBLICA Y PREFERENTE INTERÉS PARA LA REGIÓN PASCO EL MEJORAMIENTO DE LA CARRETERA YANAHUANCA-PASCO.
2016-2021	00564	00564/2016-CR	Dictamen	2016/11/08	2020/07/30	Primera Legislatura Ordinaria 2016	Congreso	Fuerza Popular	"Galván Vento Clayton Flavio;Ponce Villarreal De Vargas Yesenia;Echevarría Huamán Sonia Rosario;Takayama Jiménez Liliana Milagros;Ushñahua Huasanga Glider Agustín;López Vilela Luis Humberto;Bocangel Weydert Guillermo Augusto"	""	"Transportes y Comunicaciones"	true	LEY QUE DECLARA DE NECESIDAD PÚBLICA Y PREFERENTE INTERÉS NAACIONAL EL MEJORAMIENTO DE LA CARRETERA OYÓN AMBO
2016-2021	00565	00565/2016-CR	Dictamen	2016/11/08	2020/09/14	Primera Legislatura Ordinaria 2016	Congreso	Fuerza Popular	"Castro Grández Miguel Antonio;Vergara Pinto Edwin;Trujillo Zegarra Gilmer;Ushñahua Huasanga Glider Agustín;Letona Pereyra María Úrsula Ingrid;Mamani Colquehuanca Moisés;Torres Morales Miguel Ángel"	""	"Transportes y Comunicaciones"	true	LEY QUE DECLARA DE INTERÉS NACIONAL Y DE PRIORIDAAD SOCIAL LA AMPLIACIÓN DE LA PISTA DEL AEROPUERTO DE CHACHAPOYAS EN EL DEPARTAMENTO DE AMAZONAS.
2016-2021	00566	00566/2016-CR	En comisión	2016/11/08	2016/11/28	Primera Legislatura Ordinaria 2016	Congreso	Frente Amplio por Justicia, Vida y Libertad	"Rozas Beltrán Wilbert Gabriel;Foronda Farro María Elena;Zeballos Patrón Horacio;Pacori Mamani Oracio Ángel;Pariona Tarqui Tania Edith;Castro Bravo Jorge Andrés;Morales Ramírez Edyson Humberto"	""	"Agraria"	true	LEY QUE RESTRINGE LA REELECCIÓN INMEDIATA DE DIRECTIVOS DE JUNTAS DE USUARIOS DE AGUA A UN SOLO PERÍODO
2016-2021	00567	00567/2016-CR	Orden del Día	2016/11/08	2019/06/03	Primera Legislatura Ordinaria 2016	Congreso	Fuerza Popular	"Cuadros Candia Nelly Lady;Elías Ávalos Miguel Ángel;Herrera Arévalo Marita;Lizana Santos Mártires;Torres Morales Miguel Ángel;Ushñahua Huasanga Glider Agustín"	""	"Producción, Micro y Pequeña Empresa y Cooperativas"	true	LEY QUE PROMUEVE LA FORMALIZACIÓN DE LAS MICRO Y PEQUEÑAS EMPRESAS
